Home,Visitors,Date,Time,Day,DH
Guardians,Tigers,7/17/2022,1:40 PM,Sunday,
Guardians,Diamondbacks,8/1/2022,7:10 PM,Monday,
Guardians,Diamondbacks,8/2/2022,7:10 PM,Tuesday,
Guardians,Diamondbacks,8/3/2022,1:10 PM,Wednesday,
Guardians,Astros,8/4/2022,7:10 PM,Thursday,
Guardians,Astros,8/5/2022,7:10 PM,Friday,
Guardians,Astros,8/6/2022,7:10 PM,Saturday,
Guardians,Astros,8/7/2022,1:40 PM,Sunday,
Guardians,Tigers,8/15/2022,7:10 PM,Monday,
Guardians,Tigers,8/16/2022,7:10 PM,Tuesday,
Guardians,Tigers,8/17/2022,7:10 PM,Wednesday,
Guardians,White Sox,8/19/2022,7:10 PM,Friday,
Guardians,White Sox,8/20/2022,7:10 PM,Saturday,
Guardians,White Sox,8/21/2022,1:40 PM,Sunday,
Guardians,Orioles,8/30/2022,6:10 PM,Tuesday,
Guardians,Orioles,8/31/2022,6:10 PM,Wednesday,
Guardians,Orioles,9/1/2022,6:10 PM,Thursday,
Guardians,Mariners,9/2/2022,7:10 PM,Friday,
Guardians,Mariners,9/3/2022,7:15 PM,Saturday,
Guardians,Mariners,9/4/2022,TBA,Sunday,
Guardians,Angels,9/12/2022,6:10 PM,Monday,
Guardians,Angels,9/13/2022,6:10 PM,Tuesday,
Guardians,Angels,9/14/2022,1:10 PM,Wednesday,
Guardians,Twins,9/16/2022,7:10 PM,Friday,
Guardians,Twins,9/17/2022,1:10 PM,Saturday,DH
Guardians,Twins,9/18/2022,1:40 PM,Sunday,
Guardians,Twins,9/19/2022,1:10 PM,Monday,
Guardians,Rays,9/27/2022,6:10 PM,Tuesday,
Guardians,Rays,9/28/2022,6:10 PM,Wednesday,
Guardians,Rays,9/29/2022,6:10 PM,Thursday,
Guardians,Royals,9/30/2022,7:10 PM,Friday,
Guardians,Royals,10/1/2022,6:10 PM,Saturday,
Guardians,Royals,10/2/2022,1:40 PM,Sunday,
Guardians,Royals,10/3/2022,6:10 PM,Monday,
Guardians,Royals,10/4/2022,6:10 PM,Tuesday,
Guardians,Royals,10/5/2022,TBA,Wednesday,
Mariners,Astros,4/15/2022,6:42 PM,Friday,
Mariners,Astros,4/16/2022,6:10 PM,Saturday,
Mariners,Astros,4/17/2022,1:10 PM,Sunday,
Mariners,Rangers,4/19/2022,6:40 PM,Tuesday,
Mariners,Rangers,4/20/2022,6:40 PM,Wednesday,
Mariners,Rangers,4/21/2022,6:40 PM,Thursday,
Mariners,Royals,4/22/2022,6:40 PM,Friday,
Mariners,Royals,4/23/2022,6:10 PM,Saturday,
Mariners,Royals,4/24/2022,1:10 PM,Sunday,
Mariners,Rays,5/5/2022,6:40 PM,Thursday,
Mariners,Rays,5/6/2022,6:40 PM,Friday,
Mariners,Rays,5/7/2022,6:10 PM,Saturday,
Mariners,Rays,5/8/2022,1:10 PM,Sunday,
Mariners,Phillies,5/9/2022,6:40 PM,Monday,
Mariners,Phillies,5/10/2022,6:40 PM,Tuesday,
Mariners,Phillies,5/11/2022,12:40 PM,Wednesday,
Mariners,Athletics,5/23/2022,6:40 PM,Monday,
Mariners,Athletics,5/24/2022,6:40 PM,Tuesday,
Mariners,Athletics,5/25/2022,1:10 PM,Wednesday,
Mariners,Astros,5/27/2022,6:40 PM,Friday,
Mariners,Astros,5/28/2022,7:10 PM,Saturday,
Mariners,Astros,5/29/2022,1:10 PM,Sunday,
Mariners,Red Sox,6/10/2022,7:10 PM,Friday,
Mariners,Red Sox,6/11/2022,7:10 PM,Saturday,
Mariners,Red Sox,6/12/2022,1:10 PM,Sunday,
Mariners,Twins,6/13/2022,7:10 PM,Monday,
Mariners,Twins,6/14/2022,7:10 PM,Tuesday,
Mariners,Twins,6/15/2022,1:10 PM,Wednesday,
Mariners,Angels,6/16/2022,7:10 PM,Thursday,
Mariners,Angels,6/17/2022,7:10 PM,Friday,
Mariners,Angels,6/18/2022,1:10 PM,Saturday,DH
Mariners,Angels,6/19/2022,1:10 PM,Sunday,
Mariners,Orioles,6/27/2022,7:10 PM,Monday,
Mariners,Orioles,6/28/2022,7:10 PM,Tuesday,
Mariners,Orioles,6/29/2022,1:10 PM,Wednesday,
Mariners,Athletics,6/30/2022,7:10 PM,Thursday,
Mariners,Athletics,7/1/2022,7:10 PM,Friday,
Mariners,Athletics,7/2/2022,1:10 PM,Saturday,
Mariners,Athletics,7/3/2022,1:10 PM,Sunday,
Mariners,Blue Jays,7/7/2022,7:10 PM,Thursday,
Mariners,Blue Jays,7/8/2022,7:10 PM,Friday,
Mariners,Blue Jays,7/9/2022,7:10 PM,Saturday,
Mariners,Blue Jays,7/10/2022,1:10 PM,Sunday,
Mariners,Astros,7/22/2022,7:10 PM,Friday,
Mariners,Astros,7/23/2022,1:10 PM,Saturday,
Mariners,Astros,7/24/2022,1:10 PM,Sunday,
Mariners,Rangers,7/25/2022,7:10 PM,Monday,
Mariners,Rangers,7/26/2022,7:10 PM,Tuesday,
Mariners,Rangers,7/27/2022,12:40 PM,Wednesday,
Mariners,Angels,8/5/2022,7:10 PM,Friday,
Mariners,Angels,8/6/2022,1:10 PM,Saturday,DH
Mariners,Angels,8/7/2022,1:10 PM,Sunday,
Mariners,Yankees,8/8/2022,7:10 PM,Monday,
Mariners,Yankees,8/9/2022,7:10 PM,Tuesday,
Mariners,Yankees,8/10/2022,1:10 PM,Wednesday,
Mariners,Nationals,8/23/2022,7:10 PM,Tuesday,
Mariners,Nationals,8/24/2022,1:10 PM,Wednesday,
Mariners,Guardians,8/25/2022,7:10 PM,Thursday,
Mariners,Guardians,8/26/2022,7:10 PM,Friday,
Mariners,Guardians,8/27/2022,7:10 PM,Saturday,
Mariners,Guardians,8/28/2022,1:10 PM,Sunday,
Mariners,White Sox,9/5/2022,3:40 PM,Monday,
Mariners,White Sox,9/6/2022,6:40 PM,Tuesday,
Mariners,White Sox,9/7/2022,1:10 PM,Wednesday,
Mariners,Braves,9/9/2022,6:40 PM,Friday,
Mariners,Braves,9/10/2022,6:10 PM,Saturday,
Mariners,Braves,9/11/2022,1:10 PM,Sunday,
Mariners,Padres,9/13/2022,6:40 PM,Tuesday,
Mariners,Padres,9/14/2022,1:10 PM,Wednesday,
Mariners,Rangers,9/27/2022,6:40 PM,Tuesday,
Mariners,Rangers,9/28/2022,6:40 PM,Wednesday,
Mariners,Rangers,9/29/2022,6:40 PM,Thursday,
Mariners,Athletics,9/30/2022,6:40 PM,Friday,
Mariners,Athletics,10/1/2022,1:10 PM,Saturday,
Mariners,Athletics,10/2/2022,1:10 PM,Sunday,
Mariners,Tigers,10/3/2022,6:40 PM,Monday,
Mariners,Tigers,10/4/2022,12:10 PM,Tuesday,DH
Mariners,Tigers,10/5/2022,TBA,Wednesday,
Marlins,Phillies,4/14/2022,6:40 PM,Thursday,
Marlins,Phillies,4/15/2022,6:40 PM,Friday,
Marlins,Phillies,4/16/2022,6:10 PM,Saturday,
Marlins,Phillies,4/17/2022,1:40 PM,Sunday,
Marlins,Cardinals,4/19/2022,6:40 PM,Tuesday,
Marlins,Cardinals,4/20/2022,6:40 PM,Wednesday,
Marlins,Cardinals,4/21/2022,6:40 PM,Thursday,
Marlins,Mariners,4/29/2022,6:40 PM,Friday,
Marlins,Mariners,4/30/2022,6:10 PM,Saturday,
Marlins,Mariners,5/1/2022,1:40 PM,Sunday,
Marlins,Diamondbacks,5/2/2022,6:40 PM,Monday,
Marlins,Diamondbacks,5/3/2022,6:40 PM,Tuesday,
Marlins,Diamondbacks,5/4/2022,12:40 PM,Wednesday,
Marlins,Brewers,5/13/2022,6:40 PM,Friday,
Marlins,Brewers,5/14/2022,6:10 PM,Saturday,
Marlins,Brewers,5/15/2022,1:40 PM,Sunday,
Marlins,Nationals,5/16/2022,6:40 PM,Monday,
Marlins,Nationals,5/17/2022,6:40 PM,Tuesday,
Marlins,Nationals,5/18/2022,6:40 PM,Wednesday,
Marlins,Braves,5/20/2022,6:40 PM,Friday,
Marlins,Braves,5/21/2022,6:10 PM,Saturday,
Marlins,Braves,5/22/2022,1:40 PM,Sunday,
Marlins,Giants,6/2/2022,6:40 PM,Thursday,
Marlins,Giants,6/3/2022,6:40 PM,Friday,
Marlins,Giants,6/4/2022,4:10 PM,Saturday,
Marlins,Giants,6/5/2022,1:40 PM,Sunday,
Marlins,Nationals,6/7/2022,6:40 PM,Tuesday,
Marlins,Nationals,6/8/2022,6:40 PM,Wednesday,
Marlins,Nationals,6/9/2022,6:40 PM,Thursday,
Marlins,Rockies,6/21/2022,6:40 PM,Tuesday,
Marlins,Rockies,6/22/2022,6:40 PM,Wednesday,
Marlins,Rockies,6/23/2022,12:10 PM,Thursday,
Marlins,Mets,6/24/2022,6:40 PM,Friday,
Marlins,Mets,6/25/2022,4:10 PM,Saturday,
Marlins,Mets,6/26/2022,1:40 PM,Sunday,
Marlins,Angels,7/5/2022,6:40 PM,Tuesday,
Marlins,Angels,7/6/2022,6:40 PM,Wednesday,
Marlins,Pirates,7/11/2022,6:40 PM,Monday,
Marlins,Pirates,7/12/2022,6:40 PM,Tuesday,
Marlins,Pirates,7/13/2022,6:40 PM,Wednesday,
Marlins,Pirates,7/14/2022,12:10 PM,Thursday,
Marlins,Phillies,7/15/2022,6:40 PM,Friday,
Marlins,Phillies,7/16/2022,4:10 PM,Saturday,
Marlins,Phillies,7/17/2022,1:40 PM,Sunday,
Marlins,Rangers,7/21/2022,1:10 PM,Thursday,
Marlins,Mets,7/29/2022,6:40 PM,Friday,
Marlins,Mets,7/30/2022,6:10 PM,Saturday,
Marlins,Mets,7/31/2022,1:40 PM,Sunday,
Marlins,Reds,8/1/2022,6:40 PM,Monday,
Marlins,Reds,8/2/2022,6:40 PM,Tuesday,
Marlins,Reds,8/3/2022,6:40 PM,Wednesday,
Marlins,Braves,8/12/2022,6:40 PM,Friday,
Marlins,Braves,8/13/2022,1:10 PM,Saturday,DH
Marlins,Braves,8/14/2022,1:40 PM,Sunday,
Marlins,Padres,8/15/2022,6:40 PM,Monday,
Marlins,Padres,8/16/2022,6:40 PM,Tuesday,
Marlins,Padres,8/17/2022,4:10 PM,Wednesday,
Marlins,Dodgers,8/26/2022,6:40 PM,Friday,
Marlins,Dodgers,8/27/2022,6:10 PM,Saturday,
Marlins,Dodgers,8/28/2022,1:40 PM,Sunday,
Marlins,Dodgers,8/29/2022,6:40 PM,Monday,
Marlins,Rays,8/30/2022,6:40 PM,Tuesday,
Marlins,Rays,8/31/2022,6:40 PM,Wednesday,
Marlins,Mets,9/9/2022,6:40 PM,Friday,
Marlins,Mets,9/10/2022,6:10 PM,Saturday,
Marlins,Mets,9/11/2022,1:40 PM,Sunday,
Marlins,Rangers,9/12/2022,1:10 PM,Monday,DH
Marlins,Phillies,9/13/2022,6:40 PM,Tuesday,
Marlins,Phillies,9/14/2022,6:40 PM,Wednesday,
Marlins,Phillies,9/15/2022,6:40 PM,Thursday,
Marlins,Cubs,9/19/2022,6:40 PM,Monday,
Marlins,Cubs,9/20/2022,6:40 PM,Tuesday,
Marlins,Cubs,9/21/2022,6:40 PM,Wednesday,
Marlins,Nationals,9/23/2022,6:40 PM,Friday,
Marlins,Nationals,9/24/2022,6:10 PM,Saturday,
Marlins,Nationals,9/25/2022,1:40 PM,Sunday,
Marlins,Braves,10/3/2022,6:40 PM,Monday,
Marlins,Braves,10/4/2022,6:40 PM,Tuesday,
Marlins,Braves,10/5/2022,TBA,Wednesday,
Mets,Diamondbacks,4/15/2022,1:10 PM,Friday,
Mets,Diamondbacks,4/16/2022,1:10 PM,Saturday,
Mets,Diamondbacks,4/17/2022,1:40 PM,Sunday,
Mets,Giants,4/18/2022,7:10 PM,Monday,
Mets,Giants,4/19/2022,7:10 PM,Tuesday,
Mets,Giants,4/20/2022,7:10 PM,Wednesday,
Mets,Giants,4/21/2022,1:10 PM,Thursday,
Mets,Phillies,4/29/2022,7:10 PM,Friday,
Mets,Phillies,4/30/2022,7:10 PM,Saturday,
Mets,Phillies,5/1/2022,7:08 PM,Sunday,
Mets,Braves,5/2/2022,7:10 PM,Monday,
Mets,Braves,5/3/2022,3:10 PM,Tuesday,DH
Mets,Braves,5/4/2022,1:10 PM,Wednesday,
Mets,Mariners,5/13/2022,7:10 PM,Friday,
Mets,Mariners,5/14/2022,7:10 PM,Saturday,
Mets,Mariners,5/15/2022,1:40 PM,Sunday,
Mets,Cardinals,5/16/2022,7:10 PM,Monday,
Mets,Cardinals,5/17/2022,7:10 PM,Tuesday,
Mets,Cardinals,5/18/2022,7:10 PM,Wednesday,
Mets,Cardinals,5/19/2022,1:10 PM,Thursday,
Mets,Phillies,5/27/2022,7:10 PM,Friday,
Mets,Phillies,5/28/2022,7:15 PM,Saturday,
Mets,Phillies,5/29/2022,7:08 PM,Sunday,
Mets,Nationals,5/30/2022,7:10 PM,Monday,
Mets,Nationals,5/31/2022,7:10 PM,Tuesday,
Mets,Nationals,6/1/2022,1:10 PM,Wednesday,
Mets,Brewers,6/14/2022,7:10 PM,Tuesday,
Mets,Brewers,6/15/2022,7:10 PM,Wednesday,
Mets,Brewers,6/16/2022,7:10 PM,Thursday,
Mets,Marlins,6/17/2022,7:10 PM,Friday,
Mets,Marlins,6/18/2022,4:10 PM,Saturday,
Mets,Marlins,6/19/2022,1:40 PM,Sunday,
Mets,Marlins,6/20/2022,1:10 PM,Monday,
Mets,Astros,6/28/2022,7:10 PM,Tuesday,
Mets,Astros,6/29/2022,1:10 PM,Wednesday,
Mets,Rangers,7/1/2022,7:10 PM,Friday,
Mets,Rangers,7/2/2022,4:10 PM,Saturday,
Mets,Rangers,7/3/2022,1:40 PM,Sunday,
Mets,Marlins,7/7/2022,7:10 PM,Thursday,
Mets,Marlins,7/8/2022,7:10 PM,Friday,
Mets,Marlins,7/9/2022,4:10 PM,Saturday,
Mets,Marlins,7/10/2022,1:40 PM,Sunday,
Mets,Padres,7/22/2022,7:10 PM,Friday,
Mets,Padres,7/23/2022,7:10 PM,Saturday,
Mets,Padres,7/24/2022,1:40 PM,Sunday,
Mets,Yankees,7/26/2022,7:10 PM,Tuesday,
Mets,Yankees,7/27/2022,7:10 PM,Wednesday,
Mets,Braves,8/4/2022,7:10 PM,Thursday,
Mets,Braves,8/5/2022,7:10 PM,Friday,
Mets,Braves,8/6/2022,1:10 PM,Saturday,DH
Mets,Braves,8/7/2022,1:40 PM,Sunday,
Mets,Reds,8/8/2022,7:10 PM,Monday,
Mets,Reds,8/9/2022,7:10 PM,Tuesday,
Mets,Reds,8/10/2022,1:10 PM,Wednesday,
Mets,Phillies,8/12/2022,7:10 PM,Friday,
Mets,Phillies,8/13/2022,7:10 PM,Saturday,
Mets,Phillies,8/14/2022,1:40 PM,Sunday,
Mets,Rockies,8/25/2022,7:10 PM,Thursday,
Mets,Rockies,8/26/2022,7:10 PM,Friday,
Mets,Rockies,8/27/2022,7:10 PM,Saturday,
Mets,Rockies,8/28/2022,1:40 PM,Sunday,
Mets,Dodgers,8/30/2022,7:10 PM,Tuesday,
Mets,Dodgers,8/31/2022,7:10 PM,Wednesday,
Mets,Dodgers,9/1/2022,4:10 PM,Thursday,
Mets,Nationals,9/2/2022,7:10 PM,Friday,
Mets,Nationals,9/3/2022,7:15 PM,Saturday,
Mets,Nationals,9/4/2022,1:40 PM,Sunday,
Mets,Cubs,9/12/2022,7:10 PM,Monday,
Mets,Cubs,9/13/2022,7:10 PM,Tuesday,
Mets,Cubs,9/14/2022,7:10 PM,Wednesday,
Mets,Pirates,9/15/2022,7:10 PM,Thursday,
Mets,Pirates,9/16/2022,7:10 PM,Friday,
Mets,Pirates,9/17/2022,7:10 PM,Saturday,
Mets,Pirates,9/18/2022,1:40 PM,Sunday,
Mets,Marlins,9/27/2022,7:10 PM,Tuesday,
Mets,Marlins,9/28/2022,7:10 PM,Wednesday,
Mets,Nationals,10/3/2022,4:10 PM,Monday,
Mets,Nationals,10/4/2022,4:10 PM,Tuesday,
Mets,Nationals,10/5/2022,TBA,Wednesday,
Nationals,Mets,4/7/2022,4:05 PM,Thursday,
Nationals,Mets,4/8/2022,7:05 PM,Friday,
Nationals,Mets,4/9/2022,7:05 PM,Saturday,
Nationals,Mets,4/10/2022,1:35 PM,Sunday,
Nationals,Diamondbacks,4/18/2022,7:05 PM,Monday,
Nationals,Diamondbacks,4/19/2022,7:05 PM,Tuesday,
Nationals,Diamondbacks,4/20/2022,7:05 PM,Wednesday,
Nationals,Diamondbacks,4/21/2022,4:05 PM,Thursday,
Nationals,Giants,4/22/2022,7:05 PM,Friday,
Nationals,Giants,4/23/2022,1:05 PM,Saturday,
Nationals,Giants,4/24/2022,1:35 PM,Sunday,
Nationals,Marlins,4/26/2022,7:05 PM,Tuesday,
Nationals,Marlins,4/27/2022,7:05 PM,Wednesday,
Nationals,Marlins,4/28/2022,1:05 PM,Thursday,
Nationals,Mets,5/10/2022,7:05 PM,Tuesday,
Nationals,Mets,5/11/2022,7:05 PM,Wednesday,
Nationals,Mets,5/12/2022,1:05 PM,Thursday,
Nationals,Astros,5/13/2022,7:05 PM,Friday,
Nationals,Astros,5/14/2022,7:05 PM,Saturday,
Nationals,Astros,5/15/2022,1:35 PM,Sunday,
Nationals,Dodgers,5/23/2022,7:05 PM,Monday,
Nationals,Dodgers,5/24/2022,7:05 PM,Tuesday,
Nationals,Dodgers,5/25/2022,4:05 PM,Wednesday,
Nationals,Rockies,5/26/2022,7:05 PM,Thursday,
Nationals,Rockies,5/27/2022,7:05 PM,Friday,
Nationals,Rockies,5/28/2022,4:05 PM,Saturday,
Nationals,Rockies,5/29/2022,1:35 PM,Sunday,
Nationals,Brewers,6/10/2022,7:05 PM,Friday,
Nationals,Brewers,6/11/2022,4:05 PM,Saturday,
Nationals,Brewers,6/12/2022,1:35 PM,Sunday,
Nationals,Braves,6/13/2022,7:05 PM,Monday,
Nationals,Braves,6/14/2022,7:05 PM,Tuesday,
Nationals,Braves,6/15/2022,7:05 PM,Wednesday,
Nationals,Phillies,6/16/2022,7:05 PM,Thursday,
Nationals,Phillies,6/17/2022,1:05 PM,Friday,DH
Nationals,Phillies,6/18/2022,4:05 PM,Saturday,
Nationals,Phillies,6/19/2022,12:05 PM,Sunday,
Nationals,Pirates,6/27/2022,7:05 PM,Monday,
